WKT,PFI,UFI,FTYPE_CODE,NFEAT_ID,EZI_RDNAME,EZIRDNMLBL,ROAD_NAME,ROAD_TYPE,RD_SUF,RD_NAME1,RD_TYPE1,RD_SUF1,RD_NAME2,RD_TYPE2,RD_SUF2,RD_NAME3,RD_TYPE3,RD_SUF3,RD_NAME4,RD_TYPE4,RD_SUF4,RD_NAME5,RD_TYPE5,RD_SUF5,RD_NAME6,RD_TYPE6,RD_SUF6,RD_NAME7,RD_TYPE7,RD_SUF7,LEFT_LOC,RIGHT_LOC,CLASS_CODE,DIR_CODE,ROUTE_NO,STRUCTNAME,HT_LIMIT,RESTRICTN,PHYS_COND,CONST_TYPE,ROAD_SEAL,DIV_RD,NRE_ROUTE,FROM_UFI,TO_UFI,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
"LINESTRING (144.967557736 -37.797159513,144.96736855200004 -37.79713895399999,144.96710011599998 -37.797109795999972)",5666078,1377107,road,0,ELGIN STREET,Elgin St,ELGIN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,U,,2303777,2303760,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.97501333700006 -37.797162756999967,144.97506156200006 -37.796883254999955)",5666079,1377108,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,FITZROY,2,B,,,0.0,,,,1,DS,,2303779,2303616,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.98219437400007 -37.798736552999969,144.98210339299999 -37.799332871999979)",5667389,1378420,road,0,ELLIOT STREET,Elliot St,ELLIOT,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2304603,2304885,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98177576199998 -37.799298052999973,144.98210339299999 -37.799332871999979)",5667390,1378421,road,0,CHAPEL STREET,Chapel St,CHAPEL,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2304871,2304885,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96716760000004 -37.799350275999984,144.96728784700008 -37.798675119)",5667405,1378436,road,0,LYGON STREET,Lygon St,LYGON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,4,B,,,0.0,,,,1,DS,,2304900,2304578,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.97059431600007 -37.799363778999975,144.97059653600002 -37.799349443999972,144.970288009 -37.79931728299999,144.97017447000007 -37.799316660999978)",5667410,1378441,road,0,CARLOW PLACE,Carlow Pl,CARLOW,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304905,2304880,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98271164900007 -37.79879194099999,144.98261063400003 -37.799386799999979,144.98210339299999 -37.799332871999979)",5667421,1378452,road,0,CHAPEL STREET,Chapel St,CHAPEL,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2304631,2304885,257,2000/12/17,0,2000/12/17
"LINESTRING (144.949580201 -37.799412389,144.95029037699999 -37.799282129)",5667435,1378466,road,0,HARRIS STREET,Harris St,HARRIS,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,DS,,2304925,2304867,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97125134 -37.799432675999981,144.97059431600007 -37.799363778999975)",5667447,1378478,road,0,CARLOW PLACE,Carlow Pl,CARLOW,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304936,2304905,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96480686699999 -37.795626414999958,144.96475942400002 -37.795611831999963,144.96451822100005 -37.795584450999968)",5665139,1376163,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,PARKVILLE,PARKVILLE,5,B,,,0.0,,,,1,U,,2302983,2302963,253,2000/12/17,0,2000/12/17
"LINESTRING (144.94451349799999 -37.79729213,144.94444266900007 -37.797690714)",5666397,1377426,road,0,DRYBURGH STREET,Dryburgh St,DRYBURGH,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,DS,,2303850,2304045,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97288964500001 -37.797740465,144.97295568700008 -37.797353828999974)",5666418,1377447,road,0,CANNING STREET,Canning St,CANNING,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2304066,2303874,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97288964500001 -37.797740465,144.97181050300003 -37.797624255999949)",5666419,1377448,road,0,ELGIN STREET,Elgin St,ELGIN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,2304066,2304006,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96949956000003 -37.79737294,144.96942283400006 -37.797769733999985)",5666451,1377480,road,0,MARKOV PLACE,Markov Pl,MARKOV,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2303887,2304094,3486,2000/12/17,0,2000/12/17
"LINESTRING (144.98084374900009 -37.79778063399999,144.97971589400004 -37.79766022699999)",5666458,1377487,road,0,ARGYLE STREET,Argyle St,ARGYLE,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,F,,,0.0,,,,1,U,,2304099,2304026,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.96790153699999 -37.796005382999965,144.96777289600004 -37.795991562999973,144.96775641 -37.795989783999971)",5665381,1376406,road,0,PALMERSTON STREET,Palmerston St,PALMERSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2303176,2303168,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96740597500002 -37.798011763999966,144.96747282400008 -37.79763639399999)",5666618,1377648,road,0,LYGON STREET,Lygon St,LYGON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,4,B,,,0.0,,,,1,DS,,2304228,2304016,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.96740597500002 -37.798011763999966,144.96697822500005 -37.797963055999958)",5666619,1377649,road,0,TYNE STREET,Tyne St,TYNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,F,,,0.0,,,,1,U,,2304228,2304201,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.98334949500008 -37.797235032,144.98321223100004 -37.798033478999969)",5666624,1377654,road,0,GORE STREET,Gore St,GORE,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2303812,2304233,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98201431200005 -37.797905604999983,144.98321223100004 -37.798033478999969)",5666625,1377655,road,0,ARGYLE STREET,Argyle St,ARGYLE,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,F,,,0.0,,,,1,U,,2304170,2304233,108,2000/12/17,0,2000/12/17
"LINESTRING (144.97037913000008 -37.798050728999954,144.97039031899999 -37.79798157)",5666638,1377668,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,2304244,2304209,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.97604337600001 -37.797647403999974,144.97596914000007 -37.798069791999978)",5666647,1377677,road,0,SPRING STREET,Spring St,SPRING,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2304022,2304252,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97070824600007 -37.796307039,144.97082543600004 -37.795632831999967)",5665551,1376578,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,2303322,2302988,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.97070824600007 -37.796307039,144.96922623900002 -37.796147774999952)",5665552,1376579,road,0,PALMERSTON STREET,Palmerston St,PALMERSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2303322,2303248,257,2000/12/17,0,2000/12/17
"LINESTRING (144.966188988 -37.796327717999986,144.96626241500007 -37.795901281,144.966277784 -37.795812012999988)",5665576,1376603,road,0,CARDIGAN STREET,Cardigan St,CARDIGAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2303343,2303075,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96547016400007 -37.796247386,144.966188988 -37.796327717999986)",5665577,1376604,road,0,HOLMWOOD PLACE,Holmwood Pl,HOLMWOOD,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2303297,2303343,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97752839000009 -37.797426637,144.97740957799999 -37.798133323,144.97738833000005 -37.798221824999985)",5666730,1377760,road,0,FITZROY STREET,Fitzroy St,FITZROY,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,F,,,0.0,,,,1,U,,2303917,2304329,108,2000/12/17,0,2000/12/17
"LINESTRING (144.97596914000007 -37.798069791999978,144.97738833000005 -37.798221824999985)",5666731,1377761,road,0,JOHNSTON STREET,Johnston St,JOHNSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,3,B,,,0.0,,,,1,ND,,2304252,2304329,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96631172800005 -37.797887149999951,144.96629081600008 -37.79800718499996,144.96629509900004 -37.798026774999983,144.96628756400003 -37.798068524999962,144.96629876100008 -37.798090170999956,144.96627512800001 -37.798226342999953)",5666734,1377764,road,0,POWELL LANE,Powell Lane,POWELL,LANE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304163,2304331,3486,2000/12/17,0,2000/12/17
"LINESTRING (144.96648167400008 -37.798251538999978,144.96627512800001 -37.798226342999953)",5666745,1377775,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304344,2304331,3486,2000/12/17,0,2000/12/17
"LINESTRING (144.97515083300004 -37.796365822999974,144.97527172700006 -37.795665113999974,144.97528840500001 -37.795568465999963)",5665605,1376632,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,FITZROY,2,B,,,0.0,,,,1,DS,,2303371,2302947,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.94241057 -37.796403156999986,144.94269330600002 -37.796199960999957,144.94300790700004 -37.796336766999957)",5665632,1376659,road,0,SHIEL PLACE,Shiel Pl,SHIEL,PLACE,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,U,,2303391,2303357,3484,2000/12/17,0,2000/12/17
"LINESTRING (144.94175204600003 -37.795800800999984,144.94241057 -37.796403156999986)",5665633,1376660,road,0,SHIEL STREET,Shiel St,SHIEL,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,U,,2303074,2303391,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97037913000008 -37.798050728999954,144.97278815100003 -37.798321305)",5666778,1377808,road,0,MACARTHUR PLACE N,Macarthur Pl North,MACARTHUR,PLACE,N,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304244,2304372,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97860279300005 -37.797541369999976,144.97846688700008 -37.798337344)",5666793,1377823,road,0,BRUNSWICK STREET,Brunswick St,BRUNSWICK,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,3,B,,,0.0,,,,1,U,,2303970,2304383,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96434683500001 -37.798353746999965,144.96443540900009 -37.79786011799996)",5666804,1377834,road,0,SWANSTON STREET,Swanston St,SWANSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,PARKVILLE,CARLTON,3,B,,,0.0,,,,1,U,,2304392,2304149,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96776285500005 -37.79839375399996,144.96779150300006 -37.798234372999957)",5666834,1377864,road,0,GOLDHAR PLACE,Goldhar Pl,GOLDHAR,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304420,2304334,3486,2000/12/17,0,2000/12/17
"LINESTRING (144.97032117100002 -37.798409226999979,144.97037913000008 -37.798050728999954)",5666845,1377875,road,0,RATHDOWNE STREET,Rathdowne St,RATHDOWNE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,DS,,2304428,2304244,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.97515083300004 -37.796365822999974,144.97517510800003 -37.79636839599999,144.97624606300008 -37.79648204099999)",5665678,1376705,road,0,KERR STREET,Kerr St,KERR,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2303371,2303426,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96776285500005 -37.79839375399996,144.96796738099999 -37.798419081999953)",5666860,1377890,road,0,GOLDHAR PLACE,Goldhar Pl,GOLDHAR,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304420,2304440,3486,2000/12/17,0,2000/12/17
"LINESTRING (144.97846688700008 -37.798337344,144.97849533 -37.798340403,144.97958170300001 -37.798456759999965)",5666885,1377915,road,0,JOHNSTON STREET,Johnston St,JOHNSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,3,B,,,0.0,,,,1,ND,,2304383,2304464,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.94644083700007 -37.797509797999965,144.94627197 -37.798449133999952)",5666887,1377917,road,0,ABBOTSFORD STREET,Abbotsford St,ABBOTSFORD,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,4,B,,,0.0,,,,1,U,,2303956,2304468,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.96881557100005 -37.798501125999962,144.96896370100001 -37.797632185)",5666912,1377942,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2304489,2304012,260,2000/12/17,0,2000/12/17
"LINESTRING (144.97958170300001 -37.798456759999965,144.98012503300004 -37.798514958)",5666915,1377945,road,0,JOHNSTON STREET,Johnston St,JOHNSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,3,B,,,0.0,,,,1,ND,,2304464,2304491,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.952030885 -37.80646352499997,144.95214112000008 -37.805798147999951)",5671588,1382633,road,0,CHETWYND STREET,Chetwynd St,CHETWYND,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2308493,2308218,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95993623200002 -37.806339553999976,144.96141664900006 -37.806498237999961)",5671602,1382647,road,0,VICTORIA STREET,Victoria St,VICTORIA,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,MELBOURNE,2,B,,,0.0,,,,1,ND,,2308437,2308504,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.959503907 -37.806293205999964,144.95954865500005 -37.806389844999956,144.95961360500007 -37.806530233999979)",5671613,1382658,road,0,ELIZABETH STREET,Elizabeth St,ELIZABETH,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2308420,2308517,1265,2000/12/17,0,2000/12/17
"LINESTRING (144.96141664900006 -37.806498237999961,144.96184199300001 -37.806543838999971)",5671617,1382662,road,0,VICTORIA STREET,Victoria St,VICTORIA,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,MELBOURNE,2,B,,,0.0,,,,1,ND,,2308504,2308523,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.94576416900009 -37.801291961,144.94566777099999 -37.801831639999989)",5668970,1380004,road,0,ABBOTSFORD STREET,Abbotsford St,ABBOTSFORD,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,4,B,,,0.0,,,,1,U,,2305971,2306246,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.98058783800002 -37.801388497,144.98050584200007 -37.801866675999975)",5668984,1380018,road,0,NAPIER PLACE,Napier Pl,NAPIER,PLACE,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2306014,2306257,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98014982400002 -37.801830865999989,144.98050584200007 -37.801866675999975)",5668985,1380019,road,0,MOOR STREET,Moor St,MOOR,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2306237,2306257,257,2000/12/17,0,2000/12/17
"LINESTRING (144.94566777099999 -37.801831639999989,144.94567994300007 -37.801833023999961,144.94623620100003 -37.801896452999983)",5668996,1380030,road,0,PROVOST STREET,Provost St,PROVOST,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,U,,2306246,2306272,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95235034799998 -37.801921534999963,144.95239620200005 -37.801901956999984,144.95249916099999 -37.801253297999949)",5669004,1380038,road,0,JACOBYS LANE,Jacobys Lane,JACOBYS,LANE,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,U,,2306279,2305947,257,2000/12/17,0,2000/12/17
"LINESTRING (144.94837725700006 -37.801586905999955,144.94831818199998 -37.801924614999962)",5669010,1380044,road,0,CURZON STREET,Curzon St,CURZON,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,2,B,,,0.0,,,,1,DS,,2306134,2306282,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96545363500002 -37.800585276999982,144.96521816100005 -37.801940038)",5669014,1380048,road,0,CARDIGAN STREET,Cardigan St,CARDIGAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2305583,2306287,260,2000/12/17,0,2000/12/17
"LINESTRING (144.98148956700004 -37.800973706999969,144.98132301600003 -37.801948851999953)",5669017,1380051,road,0,GEORGE STREET,George St,GEORGE,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2305801,2306290,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98074483400001 -37.801890708999963,144.98132301600003 -37.801948851999953)",5669018,1380052,road,0,MOOR STREET,Moor St,MOOR,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2306267,2306290,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96221356000001 -37.801947617,144.96222142900001 -37.801902289999987,144.96226918000002 -37.801627433999954)",5669020,1380054,road,0,BOUVERIE STREET,Bouverie St,BOUVERIE,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,4,B,,,0.0,,,,1,DS,,2306292,2306148,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.97419888900004 -37.801970084,144.97423970300008 -37.801728298,144.97431007800003 -37.80131135299996,144.97432515399998 -37.801222038999981)",5669026,1380060,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,FITZROY,2,B,,,0.0,,,,1,DS,,2306298,2305920,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.95552461099999 -37.803707876999965,144.95623005100003 -37.803787307999983,144.95635513800005 -37.803801391999968)",5670100,1381139,road,0,QUEENSBERRY STREET,Queensberry St,QUEENSBERRY,STREET,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,4,B,,,0.0,,,,1,DS,,2307179,2307223,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.97981994100007 -37.8037718,144.98044216100004 -37.803837441999974)",5670110,1381149,road,0,WEBB STREET,Webb St,WEBB,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,F,,,0.0,,,,1,U,,2307206,2307233,108,2000/12/17,0,2000/12/17
"LINESTRING (144.96805207900002 -37.802979067999956,144.96790445099998 -37.803844842999979)",5670113,1381152,road,0,DRUMMOND STREET,Drummond St,DRUMMOND,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2306857,2307238,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95403763299998 -37.806567304999987,144.95450619300004 -37.806426943999952)",5671628,1382673,road,0,SAN MARCO LANE,San Marco Lane,SAN MARCO,LANE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2308533,2308479,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.97366374600006 -37.799963969999965,144.97355841500007 -37.80058322799999)",5668205,1379237,road,0,BARRUP STREET,Barrup St,BARRUP,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2305224,2305580,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97241452000003 -37.800459459999956,144.97355841500007 -37.80058322799999)",5668206,1379238,road,0,OWEN STREET,Owen St,OWEN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,DS,,2305513,2305580,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97811784300006 -37.800356325999985,144.97807456300006 -37.800606681999966)",5668225,1379257,road,0,BRUNSWICK STREET,Brunswick St,BRUNSWICK,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,3,B,,,0.0,,,,1,U,,2305449,2305597,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96545363500002 -37.800585276999982,144.96590212299998 -37.800633347999963)",5668241,1379273,road,0,GRATTAN STREET,Grattan St,GRATTAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,U,,2305583,2305608,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96174137200001 -37.800187309999956,144.96166004600002 -37.800657115999968)",5668256,1379288,road,0,MALVINA PLACE,Malvina Pl,MALVINA,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2305348,2305621,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96625074899998 -37.800284998999985,144.96618465100005 -37.800663629999974)",5668259,1379291,road,0,GRATTAN LANE,Grattan Lane,GRATTAN,LANE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,F,,,0.0,,,,1,U,,2305398,2305623,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.96590212299998 -37.800633347999963,144.96618465100005 -37.800663629999974)",5668260,1379292,road,0,GRATTAN STREET,Grattan St,GRATTAN,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,3,B,,,0.0,,,,1,U,,2305608,2305623,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.95054245800009 -37.80030724,144.95048222299999 -37.800664077999954)",5668267,1379299,road,0,ARDEN LANE,Arden Lane,ARDEN,LANE,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,U,,2305420,2305628,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97947707800006 -37.802555730999984,144.97950127199999 -37.802407906999974)",5669404,1380439,road,0,R O W Y,R O W Y,R O W Y,,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2306627,2306553,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.97947707800006 -37.802555730999984,144.97890292400007 -37.802497101999961,144.97893061500008 -37.802352386999985)",5669405,1380440,road,0,R O W Y,R O W Y,R O W Y,,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2306627,2306525,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.96059454400006 -37.802513218,144.96080041900007 -37.802537198999971,144.96104781899999 -37.802566012)",5669410,1380445,road,0,LEICESTER PLACE,Leicester Pl,LEICESTER,PLACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2306609,2306632,252,2000/12/17,0,2000/12/17
"LINESTRING (144.98132301600003 -37.801948851999953,144.98121611900001 -37.802574711999966)",5669414,1380449,road,0,GEORGE STREET,George St,GEORGE,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2306290,2306636,257,2000/12/17,0,2000/12/17
"LINESTRING (144.98004186000003 -37.8024605,144.98062409 -37.802517124999952,144.98121611900001 -37.802574711999966)",5669415,1380450,road,0,CONDELL STREET,Condell St,CONDELL,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,F,,,0.0,,,,1,U,,2306579,2306636,108,2000/12/17,0,2000/12/17
"LINESTRING (144.95383928600006 -37.804766627999982,144.954572837 -37.804849918)",5670714,1381756,road,0,HOWARD LANE,Howard Lane,HOWARD,LANE,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,U,,2307721,2307769,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95080279000001 -37.804888498999958,144.95038848800004 -37.804843638999955,144.950264468 -37.804830215999971)",5670727,1381769,road,0,TRAFALGAR PLACE,Trafalgar Pl,TRAFALGAR,PLACE,,,,,,,,,,,,,,,,,,,,,,,NORTH MELBOURNE,NORTH MELBOURNE,5,B,,,0.0,,,,1,DS,,2307784,2307764,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97588359200006 -37.807034504,144.97632860500005 -37.807083408999972)",5671922,1382967,road,0,PRINCES STREET,Princes St,PRINCES,STREET,,,,,,,,,,,,,,,,,,,,,,,FITZROY,FITZROY,5,B,,,0.0,,,,1,U,,2308762,2308785,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.94696802500005 -37.80709104499999,144.94721337800001 -37.806860359999973)",5671938,1382983,road,0,HAWKE STREET,Hawke St,HAWKE,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,3,B,,,0.0,,,,1,DS,,2308797,2308687,1487,2000/12/17,0,2000/12/17
